,author_type,location,floor,floors_count,rooms_count,total_meters,price,year_of_construction,living_meters,kitchen_meters,district,street,underground,price_per_meter
16412,real_estate_agent,Одинцово,20,24,2,67.0,13900000,2007,35.0,15.0,Одинцово, Маршала Жукова,Одинцово,207462.69
16413,real_estate_agent,Одинцово,20,24,2,67.0,13900000,2014,34.0,15.0,Одинцово, Маршала Жукова,Одинцово,207462.69
16414,realtor,Одинцово,18,24,4,85.0,13999999,2014,46.36159043490554,13.7,Одинцово, Белорусская,Одинцово,164705.87
16415,realtor,Одинцово,23,25,2,54.6,13950000,2017,19.2,20.0,Одинцово,Северная ,Одинцово,255494.51
16416,real_estate_agent,Одинцово,3,25,3,78.9,14000000,2020,44.6,14.6,Одинцово,Северная ,Одинцово,177439.8
16417,realtor,Одинцово,8,25,3,85.0,14000000,2024,55.4,10.0,Одинцово, Маршала Жукова,Одинцово,164705.88
16418,real_estate_agent,Одинцово,6,22,3,72.0,14000000,2015,39.1,11.6,Одинцово, Белорусская,Одинцово,194444.44
16419,realtor,Одинцово,5,17,2,66.0,14000000,2014,36.316216664352964,14.0,Одинцово,Вокзальная ,Одинцово,212121.21
16420,real_estate_agent,Одинцово,2,25,3,75.7,14100000,2018,39.1,11.1,Одинцово, Каштановая,Внуково,186261.56
16421,real_estate_agent,Одинцово,1,17,2,71.0,14250000,2003,40.0,14.0,Одинцово, Говорова,Баковка,200704.23
16422,real_estate_agent,Одинцово,11,25,2,59.3,14350000,2021,30.0,11.0,Одинцово, Маршала Бирюзова,Одинцово,241989.88
16423,realtor,Одинцово,9,24,2,45.0,14300000,2014,23.016437354033798,11.3,Одинцово,Можайское шоссе,Одинцово,317777.78
16424,real_estate_agent,Одинцово,9,17,2,53.8,14500000,2021,28.1,9.6,Одинцово, Маршала Бирюзова,Одинцово,269516.73
16425,real_estate_agent,Одинцово,8,24,2,66.8,14500000,2016,31.2,13.2,Одинцово,Северная ,Одинцово,217065.87
16426,realtor,Одинцово,10,26,3,77.0,14500000,2014,38.6,11.0,Одинцово, Каштановая,Внуково,188311.69
16427,real_estate_agent,Одинцово,16,17,3,90.2,14500000,2014,35.0,28.0,Одинцово, Белорусская,Одинцово,160753.88
16428,realtor,Одинцово,7,25,2,65.0,14500000,2015,37.0,15.0,Одинцово, Белорусская,Одинцово,223076.92
16429,real_estate_agent,Одинцово,11,15,3,83.4,14450000,2014,46.28003931870434,12.0,Одинцово, Триумфальная,Одинцово,173261.39
16430,realtor,Одинцово,5,22,2,76.9,14500000,2015,42.161873863417796,12.0,Одинцово, Белорусская,Одинцово,188556.57
16431,realtor,Одинцово,2,18,3,85.2,14550000,2013,48.0,16.0,Одинцово, Триумфальная,Одинцово,170774.65
16432,realtor,Одинцово,2,28,1,47.3,14699999,2014,24.0,8.0,Одинцово,Можайское шоссе,Баковка,310782.22
16433,realtor,Одинцово,14,26,3,72.8,14900000,2015,47.0,12.4,Одинцово,Солнечная ,Одинцово,204670.33
16434,realtor,Одинцово,13,28,2,50.0,14900000,2014,25.78639520416104,15.0,Одинцово,Можайское шоссе,Баковка,298000.0
16435,real_estate_agent,Одинцово,24,24,3,72.8,14900000,2015,45.0,12.4,Одинцово, Маковского,Одинцово,204670.33
16436,real_estate_agent,Одинцово,12,17,2,64.9,14800000,2014,34.0,12.9,Одинцово, Гвардейская,Одинцово,228043.14
16437,real_estate_agent,Одинцово,16,20,3,86.5,15000000,2014,47.0,12.0,Одинцово, Кутузовская,Сколково,173410.4
16438,real_estate_agent,Одинцово,4,26,2,56.1,15000000,2023,29.0,13.5,Одинцово, Маршала Бирюзова,Одинцово,267379.68
16439,real_estate_agent,Одинцово,7,17,3,75.0,15000000,2005,39.3,10.1,Одинцово, Чистяковой,Сколково,200000.0
16440,real_estate_agent,Одинцово,7,17,3,87.2,15000000,2012,46.2,16.0,Одинцово, Триумфальная,Одинцово,172018.35
16441,real_estate_agent,Одинцово,4,9,3,64.0,15000000,1981,42.0,8.0,Одинцово,Можайское шоссе,Одинцово,234375.0
16442,realtor,Одинцово,12,25,3,89.5,15000000,2024,48.19919798872962,14.7,Одинцово, Маршала Жукова,Одинцово,167597.77
16443,realtor,Одинцово,7,17,2,64.7,15100000,2014,34.0,12.8,Одинцово,Можайское шоссе,Одинцово,233384.85
16444,real_estate_agent,Одинцово,11,25,2,61.3,15350000,2021,32.0,11.0,Одинцово, Маршала Бирюзова,Одинцово,250407.83
16445,homeowner,Видное,2,20,1,43.6,7900000,2015,23.039224138817673,12.0,Видное,бульвар Зеленые аллеи,Домодедовская,181192.66
16446,homeowner,Видное,17,19,1,39.0,7900000,2017,17.0,11.5,Видное, Радужная,Домодедовская,202564.1
16447,homeowner,Видное,8,8,2,47.4,7950000,2022,26.0,9.0,Видное, Галины Вишневской,Бутово,167721.52
16448,real_estate_agent,Видное,1,12,2,51.9,8000000,2014,29.8,8.4,Видное,Центральная ,Домодедовская,154142.58
16449,homeowner,Видное,2,9,2,46.0,8500000,1986,24.8,6.8,Видное,проспект Ленинского Комсомола,Домодедовская,184782.61
16450,homeowner,Видное,2,4,2,40.2,8500000,2014,30.0,8.0,Видное,Совхозная ,Битца,211442.79
16451,real_estate_agent,Балашиха,15,17,1,37.9,5800000,2010,20.25492633452501,9.0,Балашиха, Юбилейная,Железнодорожная,153034.3
16452,realtor,Балашиха,2,9,1,38.0,5800000,1969,24.0,6.0,Балашиха, Береговая,Ольгино,152631.58
16453,realtor,Балашиха,7,9,1,32.0,5800000,1976,14.0,7.0,Балашиха, Победы,Салтыковская,181250.0
16454,real_estate_agent,Балашиха,15,24,1,37.1,5800000,2016,18.0,10.0,Балашиха,проспект Героев,Железнодорожная,156334.23
16455,realtor,Балашиха,13,22,1,45.1,5800000,2016,19.0,15.0,Балашиха, Чистопольская,Щёлковская,128603.1
16456,realtor,Балашиха,7,9,1,33.0,5800000,1974,16.0,6.0,Балашиха, Юбилейная,Железнодорожная,175757.58
16457,real_estate_agent,Балашиха,21,26,1,37.0,5850000,2013,19.8,9.7,Балашиха,Балашихинское шоссе,Щёлковская,158108.11
16458,real_estate_agent,Балашиха,12,14,1,37.6,5850000,1977,18.4,8.5,Балашиха,Советская ,Салтыковская,155585.11
16459,real_estate_agent,Балашиха,11,17,1,38.0,5850000,2006,19.0,7.1,Балашиха, Твардовского,Кучино,153947.37
16460,real_estate_agent,Балашиха,1,3,2,46.0,5890000,1961,29.0,6.0,Балашиха, Почтовая,Кучино,128043.48
16462,realtor,Балашиха,2,5,2,44.5,5850000,1965,28.2,6.0,Балашиха,проспект Ленина,Салтыковская,131460.67
16463,real_estate_agent,Балашиха,15,17,1,38.1,5900000,2014,19.0,8.0,Балашиха, Свердлова,Щёлковская,154855.64
16465,real_estate_agent,Балашиха,15,19,1,42.5,5950000,2013,20.0,11.0,Балашиха, Троицкая,Ольгино,140000.0
16466,real_estate_agent,Балашиха,11,17,1,38.8,5900000,2011,17.9,8.8,Балашиха, Граничная,Ольгино,152061.86
16467,real_estate_agent,Балашиха,8,17,1,40.0,5900000,2009,18.0,10.0,Балашиха, Твардовского,Кучино,147500.0
16468,real_estate_agent,Балашиха,3,17,1,34.2,5900000,2021,15.0,11.5,Балашиха, Яганова,Щёлковская,172514.62
16469,real_estate_agent,Балашиха,6,6,1,33.1,5950000,2021,16.7,8.4,Балашиха, Народного ополчения,Железнодорожная,179758.31
16470,real_estate_agent,Балашиха,3,9,1,33.0,5900000,1981,18.0,7.0,Балашиха,проспект Ленина,Салтыковская,178787.88
16471,real_estate_agent,Балашиха,10,19,1,38.8,5950000,2014,20.0,8.0,Балашиха, Дмитриева,Щёлковская,153350.52
16472,real_estate_agent,Балашиха,6,27,1,36.5,5900000,2016,20.0,10.0,Балашиха, Некрасова,Кучино,161643.84
16473,realtor,Балашиха,6,25,1,42.0,5990000,2024,19.0,8.0,Балашиха, Яганова,Щёлковская,142619.05
16474,real_estate_agent,Балашиха,1,9,1,32.8,5999000,1973,20.0,6.0,Балашиха, Фадеева,Кучино,182896.34
16475,real_estate_agent,Балашиха,13,17,1,33.3,5900000,2014,17.0,10.6,Балашиха, Бояринова,Ольгино,177177.18
16476,real_estate_agent,Балашиха,4,17,1,37.9,5950000,2019,18.9,9.7,Балашиха, Корнилаева,Железнодорожная,156992.08
16477,real_estate_agent,Балашиха,1,3,3,54.8,5999000,1961,37.4,7.0,Балашиха, Главная,Ольгино,109470.8
16478,real_estate_agent,Балашиха,10,17,1,36.4,5900000,2006,22.0,7.0,Балашиха, Твардовского,Кучино,162087.91
16479,realtor,Балашиха,12,21,1,34.4,5999000,2015,17.0,6.6,Балашиха, Дмитриева,Щёлковская,174389.53
16480,real_estate_agent,Балашиха,1,10,1,36.0,5900000,2014,17.0,9.0,Балашиха, Свердлова,Щёлковская,163888.89
16482,real_estate_agent,Балашиха,4,5,2,45.3,5900000,2014,29.7,6.7,Балашиха,проспект Ленина,Салтыковская,130242.83
16483,realtor,Балашиха,4,17,1,36.2,5950000,2007,17.2,9.0,Балашиха, Твардовского,Кучино,164364.64
16484,realtor,Балашиха,5,9,2,44.4,5900000,1972,28.0,6.6,Балашиха, Юбилейная,Железнодорожная,132882.88
16485,realtor,Балашиха,2,23,1,35.8,5990000,2015,18.39765725471338,8.8,Балашиха,Первомайский проезд,Салтыковская,167318.44
16486,realtor,Балашиха,3,5,2,45.6,5900000,1963,31.4,6.7,Балашиха,проспект Ленина,Салтыковская,129385.96
16487,real_estate_agent,Балашиха,21,25,1,38.4,5950000,2016,18.2,10.0,Балашиха,проспект Героев,Железнодорожная,154947.92
16488,real_estate_agent,Балашиха,4,5,2,42.0,5950000,1962,28.0,6.0,Балашиха, Некрасова,Железнодорожная,141666.67
16489,realtor,Балашиха,4,5,2,43.6,5990000,2014,27.2,6.2,Балашиха, Заводская,Ольгино,137385.32
16493,realtor,Балашиха,7,17,1,38.6,5900000,2017,14.0,13.0,Балашиха, Лукино,Щёлковская,152849.74
16494,realtor,Балашиха,1,5,2,44.5,5950000,1969,29.0,5.5,Балашиха, Смельчак,Кучино,133707.87
16496,real_estate_agent,Балашиха,1,5,2,46.0,6000000,1961,30.0,6.0,Балашиха, Победы,Салтыковская,130434.78
16497,real_estate_agent,Балашиха,3,28,1,37.5,6000000,2014,16.0,9.0,Балашиха, Дмитриева,Щёлковская,160000.0
16502,homeowner,Домодедово,4,5,4,79.2,9900000,1978,60.0,10.0,Белые Столбы мкр, Геологов,Домодедово,125000.0
16503,real_estate_agent,Домодедово,10,10,2,53.2,10000000,2000,29.6,8.8,Домодедово,проезд 1-й Московский,Подольск,187969.92
16504,real_estate_agent,Домодедово,12,14,2,62.0,9950000,2014,26.0,18.0,Домодедово, Текстильщиков,Подольск,160483.87
16505,homeowner,Домодедово,8,14,2,55.13,10000000,2014,20.1,10.0,Домодедово, Курыжова,Подольск,181389.44
16516,real_estate_agent,Москва,10,47,2,65.0,27720700,2018,33.63265719268887,14.0,Бутырский,Новодмитровская ,Дмитровская,426472.31
16517,real_estate_agent,Москва,29,51,2,60.0,27800000,2019,28.0,17.4,Пресненский,Шмитовский проезд,Шелепиха,463333.33
16518,realtor,Москва,5,13,2,65.0,31000000,2023,30.0,18.0,Академический,Новочеремушкинская ,Профсоюзная,476923.08
16519,real_estate_agent,Москва,44,52,3,84.0,57000000,2020,50.0,20.0,Раменки,Мичуринский проспект,Раменки,678571.43
16520,real_estate_agent,Москва,3,14,3,130.0,59000000,2002,88.4,10.0,Марьина роща,Октябрьский переулок,Достоевская,453846.15
16521,real_estate_agent,Москва,5,6,3,107.0,60000000,2014,67.0,15.0,Красносельский,Сретенский бульвар,Тургеневская,560747.66
16522,real_estate_agent,Москва,6,6,4,91.0,48230000,1910,61.0,16.3,Пресненский, Красная Пресня,Улица 1905 года,530000.0
16523,real_estate_agent,Москва,9,15,4,103.1,48700000,2014,53.9,18.0,Раменки,Винницкая ,Раменки,472356.94
16524,real_estate_agent,Москва,7,9,4,89.0,49500000,2022,52.7553432976833,15.1,Очаково-Матвеевское,Аминьевское шоссе,Аминьевская,556179.78
16525,real_estate_agent,Москва,52,59,5,125.0,49900000,2014,62.0,28.0,Тимирязевский,Дмитровский проезд,Дмитровская,399200.0
16526,real_estate_agent,Москва,6,8,4,107.0,50000000,1950,87.0,11.0,Арбат, Новый Арбат,Смоленская,467289.72
16527,real_estate_agent,Москва,8,14,4,95.7,50000000,2014,57.2735670192352,15.6,Раменки,проспект Генерала Дорохова,Минская,522466.04
16528,real_estate_agent,Москва,7,24,4,108.0,52100000,2021,63.75601802443441,17.7,Хорошевский, Викторенко,Аэропорт,482407.41
16529,real_estate_agent,Москва,5,5,4,127.5,51990000,1902,86.4365947180826,40.0,Тверской,1-я Брестская ,Белорусская,407764.71
16530,real_estate_agent,Москва,7,12,4,70.0,52900000,1957,48.8,9.0,Хамовники,Комсомольский проспект,Спортивная,755714.29
16531,real_estate_agent,Москва,11,41,4,99.2,52990000,2024,59.0,30.0,Раменки,1-й Сетуньский проезд,Кутузовская,534173.39
16532,real_estate_agent,Москва,3,11,5,171.8,53500000,2014,88.6,11.0,Куркино,Соколово-Мещерская ,Молжаниново,311408.61
16533,realtor,Москва,10,14,4,98.07,54948000,2014,63.7,7.5,Раменки,проспект Генерала Дорохова,Минская,560293.67
16534,real_estate_agent,Москва,17,31,4,133.7,55000000,2008,70.5,10.0,Очаково-Матвеевское,Нежинская ,Давыдково,411368.74
16535,real_estate_agent,Москва,4,24,4,122.9,55000000,2013,74.5,20.0,Строгино, Твардовского,Строгино,447518.31
16536,real_estate_agent,Москва,7,13,4,91.88,55999999,2014,55.626352996480165,15.5,Раменки,проспект Генерала Дорохова,Минская,609490.63
16537,realtor,Москва,6,14,4,98.0,56000000,2014,63.6,7.5,Раменки,проспект Генерала Дорохова,Минская,571428.57
16538,realtor,Москва,13,14,4,95.0,57800000,2014,63.5,14.4,Раменки,проспект Генерала Дорохова,Минская,608421.05
16539,real_estate_agent,Москва,2,21,4,116.0,57997000,2023,59.3,28.0,Хорошево-Мневники, Нижние Мневники,Терехово ,499974.14
16540,real_estate_agent,Москва,10,22,4,106.0,58000000,2008,61.1,12.9,Донской, Вавилова,Ленинский проспект,547169.81
16541,real_estate_agent,Москва,13,14,4,95.3,57800000,2021,39.7,23.8,Раменки,проспект Генерала Дорохова,Минская,606505.77
16542,real_estate_agent,Москва,9,21,4,126.3,58098000,2024,75.40425199811152,19.1,Раменки, Лобачевского,Аминьевская,460000.0
16543,real_estate_agent,Москва,4,32,4,145.0,59900000,2014,100.0,20.0,Раменки,Мосфильмовская ,Минская,413103.45
16544,real_estate_agent,Москва,5,24,1,39.1,19800000,2005,19.199898288590617,12.0,Фили-Давыдково, Герасима Курина,Славянский бульвар,506393.86
16545,real_estate_agent,Москва,15,25,3,67.8,24500000,2019,36.62351836848066,13.5,Митино,Муравская ,Пятницкое шоссе,361356.93
16546,real_estate_agent,Москва,4,9,2,47.0,26700000,1960,29.105960697917368,7.9,Раменки, Дружбы,Ломоносовский проспект,568085.11
16547,real_estate_agent,Москва,4,17,3,76.2,29800000,2002,44.26352222871287,12.9,Хорошево-Мневники,Карамышевская набережная,Народное Ополчение,391076.12
16548,real_estate_agent,Москва,5,28,2,62.4,33000000,2019,32.0,10.0,Филевский парк, Василисы Кожиной,Парк Победы,528846.15
16549,real_estate_agent,Москва,1,5,4,76.1,33000000,1958,48.95867843099239,9.8,Хамовники,Погодинская ,Спортивная,433639.95
16550,real_estate_agent,Москва,21,25,3,62.2,35000000,2018,33.31162997928399,13.5,Можайский,Рябиновая ,Рабочий посёлок,562700.96
16551,real_estate_agent,Москва,18,33,4,78.3,35500000,2023,50.0,10.0,Хорошево-Мневники,Причальный проезд,Шелепиха,453384.42
16552,real_estate_agent,Москва,9,15,2,62.9,35500000,2022,31.3,15.4,Раменки,Винницкая ,Раменки,564387.92
16553,real_estate_agent,Москва,4,9,3,67.0,37000000,1946,32.3,20.3,Дорогомилово,Кутузовский проспект,Москва-Сити,552238.81
16554,real_estate_agent,Москва,16,53,3,53.0,37000000,2019,41.8,11.2,Пресненский,Шмитовский проезд,Шелепиха,698113.21
16555,developer,Москва,7,13,1,58.8,37642247,2024,45.1,8.7,Даниловский, Даниловский Вал,Тульская,640174.27
16556,real_estate_agent,Москва,22,22,2,55.7,39500000,2014,29.281124590431972,17.4,Красносельский,Большая Спасская ,Площадь трёх вокзалов,709156.19
16557,real_estate_agent,Москва,45,58,5,114.1,55000000,2021,87.2,16.2,Хорошево-Мневники, Народного Ополчения,Народное Ополчение,482033.3
16558,real_estate_agent,Москва,14,36,3,96.0,56000000,2018,33.0,40.0,Хорошево-Мневники,Шелепихинская набережная,Шелепиха,583333.33
16559,real_estate_agent,Москва,14,17,3,137.2,59000000,1997,81.0,12.0,Тропарево-Никулино,Никулинская ,Озёрная,430029.15
16560,real_estate_agent,Москва,40,48,4,121.9,63000000,2021,79.0,35.0,Хорошево-Мневники, Народного Ополчения,Народное Ополчение,516817.06
16561,real_estate_agent,Москва,2,7,3,89.9,80000000,2014,55.0,8.0,Пресненский,Большой Козихинский переулок,Пушкинская,889877.64
16562,real_estate_agent,Москва,38,68,2,72.5,79800000,2020,50.0,15.0,Пресненский,1-й Красногвардейский проезд,Москва-Сити,1100689.66
16563,real_estate_agent,Москва,11,14,5,127.3,84800000,2014,80.0,8.0,Раменки,проспект Генерала Дорохова,Минская,666142.97
16571,homeowner,Москва,7,8,2,51.9,9850000,2023,33.0,16.9,Москва, Уточкина,Силикатная,189788.05
16572,realtor,Москва,7,12,2,55.0,13400000,1974,31.0,9.0,Бирюлево Восточное,Лебедянская ,Москва,243636.36
16574,realtor,Москва,14,21,3,66.0,16600000,2023,28.9,16.4,Южное Бутово,Бартеневская ,Бунинская аллея,251515.15
16576,developer,Москва,24,35,2,44.2,22430929,2023,28.5,7.0,Левобережный,Фестивальная ,Речной вокзал,507487.08
16577,real_estate_agent,Москва,4,6,1,31.4,28500000,2023,15.0,6.3,Хамовники,Зубовская ,Парк Культуры,907643.31
16578,real_estate_agent,Москва,3,7,2,83.0,32000000,2016,50.0,25.0,Можайский,Верейская ,Давыдково,385542.17
16579,real_estate_agent,Москва,3,15,3,94.0,35000000,2000,55.76498881542324,20.0,Пресненский,Зоологическая ,Баррикадная,372340.43
16580,real_estate_agent,Москва,17,39,4,95.1,40300000,2014,63.0,15.0,Раменки, Лобачевского,Аминьевская,423764.46
16581,real_estate_agent,Москва,21,43,3,82.6,42950000,2022,55.6,22.0,Хорошево-Мневники,Шелепихинская набережная,Шелепиха,519975.79
16582,real_estate_agent,Москва,19,24,2,70.0,43000000,2014,42.8,12.0,Хорошевский,Хорошевское шоссе,Хорошёвская,614285.71
16583,real_estate_agent,Москва,28,29,3,90.0,45600000,2025,36.0,26.0,Нагатино-Садовники,Варшавское шоссе,Нагатинская,506666.67
16584,real_estate_agent,Москва,6,8,3,98.6,46000000,2021,50.7,19.3,Раменки, Янковского,Аминьевская,466531.44
16585,real_estate_agent,Москва,6,6,3,72.3,47750000,1926,51.0,8.0,Красносельский,Милютинский переулок,Сретенский бульвар,660442.6
16586,developer,Москва,20,46,2,69.9,50313908,2026,40.8,10.1,Дорогомилово,Кутузовский проезд,Фили,719798.4
16587,real_estate_agent,Москва,8,12,3,100.0,63000000,2019,75.0,15.0,Аэропорт,Ленинградский проспект,Динамо,630000.0
16588,real_estate_agent,Москва,2,6,3,74.0,67500000,1977,46.0,7.0,Пресненский,Богословский переулок,Пушкинская,912162.16
16589,real_estate_agent,Москва,6,8,4,132.0,71700000,2014,96.0,13.0,Тверской,Тверская ,Маяковская,543181.82
16590,real_estate_agent,Москва,3,24,3,107.6,73000000,2019,66.51354632760776,10.0,Беговой,Верхняя ,Белорусская,678438.66
16591,real_estate_agent,Москва,8,17,3,111.5,82000000,2024,67.0,10.0,Гагаринский,Ленинский проспект,Ленинский проспект,735426.01
16645,real_estate_agent,Видное,3,12,2,52.0,9200000,2005,26.0,12.0,Видное,Строительная ,Царицыно,176923.08
16646,realtor,Видное,7,18,2,62.6,9200000,2007,32.0,19.0,Видное, Березовая,Домодедовская,146964.86
16647,homeowner,Видное,7,8,2,46.6,9200000,2023,26.1,8.3,Видное, Галины Вишневской,Бутово,197424.89
16648,unknown,Видное,8,17,1,47.1,9200000,2016,29.0,12.0,Видное, Олимпийская,Царицыно,195329.09
16649,realtor,Видное,6,9,2,56.2,9800000,2014,32.0,10.0,Видное,бульвар Мстислава Ростроповича,Бутово,174377.22
16650,real_estate_agent,Видное,8,8,2,65.0,9900000,2023,29.0,12.0,Видное,бульвар Мстислава Ростроповича,Бутово,152307.69
16655,homeowner,Домодедово,5,5,3,53.4,8900000,2014,29.80742020570284,5.8,Домодедово,Рабочая ,Подольск,166666.67
16656,homeowner,Домодедово,13,14,1,51.0,9200000,2009,19.0,14.0,Домодедово, Кирова,Подольск,180392.16
16664,realtor,Москва,25,28,2,63.0,37500000,2014,29.1,15.0,Раменки,Винницкая ,Раменки,595238.1
16665,real_estate_agent,Москва,15,17,2,86.0,46000000,2014,50.462816162228975,16.0,Раменки,Мосфильмовская ,Раменки,534883.72
16666,real_estate_agent,Москва,9,12,3,61.0,14890000,1973,42.3,6.0,Выхино-Жулебино,Ферганская ,Юго-Восточная,244098.36
16667,real_estate_agent,Москва,4,9,3,55.6,14990000,1966,37.6,5.6,Коньково,Миклухо-Маклая ,Беляево,269604.32
16668,real_estate_agent,Москва,4,9,3,60.0,15000000,1969,37.111083876754435,6.0,Алтуфьевский,Путевой проезд,Бескудниково,250000.0
16669,real_estate_agent,Москва,8,16,4,112.7,74900000,2012,71.00864975028017,12.0,Замоскворечье,Мытная ,Серпуховская,664596.27
16670,real_estate_agent,Москва,8,24,4,99.6,75000000,2020,61.453990519880534,13.1,Свиблово,Сельскохозяйственная ,Ботанический сад,753012.05
16671,developer,Москва,24,24,5,166.56,74952000,2021,111.3,20.1,Фили-Давыдково,Кастанаевская ,Кунцевская,450000.0
16672,unknown,Москва,25,28,5,126.0,75000000,2021,77.25813810253132,51.0,Филевский парк,Береговой проезд,Шелепиха,595238.1
16673,real_estate_agent,Москва,5,8,4,129.3,77200000,1902,67.0,20.0,Тверской,Тверская ,Маяковская,597061.1
16674,real_estate_agent,Москва,1,4,4,95.0,100000000,1917,65.0,19.0,Тверской,Тверская ,Пушкинская,1052631.58
16692,real_estate_agent,Москва,21,22,1,39.0,11300000,1985,19.1,10.0,Братеево,Алма-Атинская ,Алма-Атинская,289743.59
16693,real_estate_agent,Москва,20,21,3,46.5,14400000,2022,23.294955016224407,10.0,Лосиноостровский,Тайнинская ,Медведково,309677.42
16694,real_estate_agent,Москва,4,9,3,52.0,17000000,1971,30.0,6.0,Северное Измайлово,Щелковское шоссе,Измайловская,326923.08
16695,real_estate_agent,Москва,6,16,3,73.4,19500000,1980,44.4,10.3,Теплый Стан, Академика Варги,Генерала Тюленева,265667.57
16696,real_estate_agent,Москва,5,21,1,48.4,21250000,2024,15.8,15.5,Щукино,Щукинская ,Щукинская,439049.59
16698,real_estate_agent,Москва,8,12,3,65.7,26610000,1973,44.0,7.3,Раменки,Мичуринский проспект,Раменки,405022.83
16699,developer,Москва,5,21,1,52.75,27977499,2024,15.8,15.5,Беговой, 1-я Ямского Поля,Белорусская,530379.13
16700,real_estate_agent,Москва,10,36,3,77.7,28500000,2014,46.0,10.0,Левобережный,Фестивальная ,Речной вокзал,366795.37
16757,homeowner,Видное,5,9,2,52.4,10500000,2022,28.24027026344777,10.8,Видное,бульвар Дивный,Домодедовская,200381.68
16758,real_estate_agent,Видное,13,17,2,60.0,10600000,2016,29.0,15.1,Видное, Олимпийская,Домодедовская,176666.67
16759,homeowner,Видное,10,17,3,60.0,10550000,2014,32.663202962623444,9.0,Видное, Ермолинская,Домодедовская,175833.33
16760,unknown,Видное,15,18,3,74.6,10700000,2014,42.0,14.0,Видное, Завидная,Царицыно,143431.64
16761,real_estate_agent,Видное,12,17,2,70.0,11850000,2018,38.04517114014624,11.3,Видное, Радужная,Домодедовская,169285.71
16768,real_estate_agent,Москва,20,21,2,67.5,62000000,2019,30.5,13.5,Беговой,Ленинградский проспект,Динамо,918518.52
16769,real_estate_agent,Москва,4,16,2,73.0,63000000,2012,38.8,10.0,Замоскворечье,Мытная ,Серпуховская,863013.7
16771,real_estate_agent,Москва,11,13,3,74.6,23300000,2013,45.3,10.0,Крюково,Зеленоград,Зеленоград — Крюково,312332.44
16772,real_estate_agent,Москва,15,17,3,75.6,23999999,2015,44.9,12.8,Бескудниковский,Дмитровское шоссе,Верхние Лихоборы,317460.3
16773,real_estate_agent,Москва,16,18,3,77.0,23990000,1983,44.7,10.2,Ломоносовский, Академика Пилюгина,Новые Черёмушки,311558.44
16774,real_estate_agent,Москва,12,13,3,73.8,28000000,2021,42.6,11.4,Москва,Родниковая ,Саларьево,379403.79
16781,real_estate_agent,Москва,18,21,3,117.0,62500000,2014,59.0,17.0,Раменки,Мосфильмовская ,Матвеевская,534188.03
16782,real_estate_agent,Москва,13,28,3,100.0,65000000,2014,60.6259698033039,47.0,Филевский парк, Василисы Кожиной,Парк Победы,650000.0
16783,real_estate_agent,Москва,13,13,3,103.0,66000000,2014,63.697768683891084,16.8,Замоскворечье,3-й Люсиновский переулок,Серпуховская,640776.7
16784,real_estate_agent,Москва,4,21,2,65.0,68000000,2020,35.0,15.0,Пресненский,Мантулинская ,Москва-Сити,1046153.85
16827,real_estate_agent,Одинцово,8,26,1,32.3,7500000,2024,14.840702941368136,16.0,Одинцово, Березовая,Внуково,232198.14
16828,realtor,Одинцово,7,9,2,51.0,7550000,1969,31.0,8.0,Одинцово, Маршала Жукова,Одинцово,148039.22
16830,real_estate_agent,Одинцово,2,9,1,39.8,7500000,2014,19.7,10.1,Одинцово, Говорова,Баковка,188442.21
16832,homeowner,Одинцово,12,20,1,37.1,7500000,2013,18.0,9.0,Одинцово, Чистяковой,Сколково,202156.33
16833,unknown,Одинцово,13,25,1,32.5,7500000,2022,15.103016339678504,9.5,Одинцово,Северная ,Одинцово,230769.23
16834,homeowner,Одинцово,5,9,2,46.9,7500000,1975,29.029317745447884,5.9,Одинцово,Можайское шоссе,Одинцово,159914.71
16835,real_estate_agent,Одинцово,2,9,2,47.0,7600000,1968,29.720273021961816,9.0,Одинцово, Маршала Бирюзова,Одинцово,161702.13
16836,real_estate_agent,Одинцово,22,22,1,40.5,7600000,2015,25.0,10.0,Одинцово, Белорусская,Одинцово,187654.32
16837,realtor,Одинцово,5,25,1,37.5,7600000,2020,16.5,12.5,Одинцово,Северная ,Одинцово,202666.67
16838,real_estate_agent,Одинцово,9,12,1,33.0,7600000,2014,19.0,9.0,Одинцово, Верхне-Пролетарская,Одинцово,230303.03
16839,homeowner,Одинцово,9,12,1,33.0,7600000,1989,20.0,9.0,Одинцово, Верхне-Пролетарская,Одинцово,230303.03
16840,realtor,Одинцово,21,22,1,44.0,7650000,2014,22.853833956145678,10.7,Одинцово, Чистяковой,Сколково,173863.64
16841,real_estate_agent,Одинцово,18,24,1,44.4,7800000,2008,23.493809086645825,10.5,Одинцово, Кутузовская,Сколково,175675.68
16842,real_estate_agent,Одинцово,7,9,1,30.9,7750000,1976,19.04553808989948,7.0,Одинцово,Вокзальная ,Одинцово,250809.06
16843,realtor,Видное,2,16,3,97.5,12900000,2021,61.2,15.0,Видное,бульвар Зеленые аллеи,Царицыно,132307.69
16844,realtor,Видное,2,17,2,65.47,12900000,2017,35.78489030944931,10.1,Видное,бульвар Зеленые аллеи,Домодедовская,197036.81
16845,real_estate_agent,Видное,4,17,3,78.3,13000000,2019,43.0,13.0,Видное, Березовая,Домодедовская,166028.1
16846,homeowner,Видное,10,16,2,66.2,13000000,2010,38.8,14.0,Видное, Ольховая,Домодедовская,196374.62
